nbfc_id,nbfc_name,layer,region,quarter,period_end,sector,loan_outstanding_cr,gnpa_pct,nnpa_pct,crar_pct,roa_pct
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY21Q4,2021-03-31,Retail (Vehicle),891.1,6.044,2.72,25.39,1.886
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY24Q2,2023-09-30,microfinance,3076.56,7.372,2.212,28.78,3.314
NBFC045,BaseFin 45 Ltd,base layer,West,FY22Q4,2022-03-31,Infrastructure,272.93,4.904,1.913,26.7,1.181
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY22Q2,30-09-2021,MSME,15081.97,7.202,3.025,28.8,1.483
NBFC006,UpperFin 06 Ltd,Upper Layer,South,FY23Q4,2023-03-31,Retail (Personal/Unsecured),15217.33,5.959,1.966,29.11,3.256
NBFC051,BaseFin 51 Ltd,base layer,South,FY23Q2,30-09-2022,Retail (Vehicle),1562.75,4.604,1.657,28.29,1.703
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY21Q4,31-03-2021,MSME,2079.5,7.494,3.372,25.9,1.187
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY23Q2,30/09/2022,Retail (Personal/Unsecured),"8,207.63",8.242,2.967,27.39%,2.163
NBFC038,MiddleFin 38 Ltd,Middle  Layer,East,FY22Q2,2021-09-30,MSME,"9,838.61",7.401,3.108,28.19,1.228
  NBFC023 ,MiddleFin 23 Ltd,Middle Layer,East,FY22Q4,31/03/2022,Retail (Gold),14306.81,1.743,0.68,24.01,2.246
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY22Q4,31/03/2022,MSME,10530.34,6.518%,2.542,28.2,1.396
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY24Q4,31/03/2024,Retail (Personal/Unsecured),22240.84,3.714,1.003,28.73,3.554
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY21Q4,2021-03-31,MFI,2240.72,11.937,5.372,26.48%,1.299
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY25Q2,30/09/2024,gold,8669.9,0.997,0.239,25.58,3.35
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY25Q2,30/09/2024,Microfinance,15330.48,6.409,1.538,27.06,2.834
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY21Q4,2021-03-31,Retail (Personal/Unsecured),"11,046.43",9.721,4.374,27.59,0.986
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY24Q2,2023-09-30,Retail (Housing),1645.05,1.859,0.558,27.28%,2.633
NBFC048,BaseFin 48 Ltd,BL,East,FY25Q4,31-03-2025,Infrastructure,402.71,2.568,0.539,26.81,2.813
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY23Q2,30/09/2022,Retail (Gold),"1,516.86",1.638,0.59,28.7,2.589
NBFC060,BaseFin 60 Ltd,BL,West,FY21Q4,2021-03-31,MSME,1642.1,7.191,3.236,25.6,1.523
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY23Q4,2023-03-31,Retail (Personal/Unsecured),18302.36,5.876,1.939,999,2.438
NBFC052,BaseFin 52 Ltd,BASE LAYER,North,FY21Q4,31-03-2021,gold,2127.14,1.879,0.846,25.89%,2.046
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY23Q4,31-03-2023,Infrastructure,246.22,3.279,1.082,28.33,2.619
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY22Q4,31-03-2022,Microfinance,"14,910.02",10.506,4.097,28.09,1.262
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY23Q4,2023-03-31,Wholesale/Corporate,691.28,4.225,1.394,26.04,2.958
NBFC054,BaseFin 54 Ltd,BL,Central,FY21Q4,31/03/2021,Retail (Housing),764.14,3.081,1.386,26.08,1.473
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY23Q4,2023-03-31,Wholesale/Corporate,"1,159.35",4.058,1.339,30.14,2.721
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY22Q4,31/03/2022,MSME,-100,6.873,2.68,24.66,1.978
  NBFC025 ,MiddleFin 25 Ltd,Middle Layer,West,FY21Q4,31-03-2021,Wholesale/Corporate,6191.03,6.347,2.856,25.19,1.203
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY23Q4,31/03/2023,MSME,1612.98,4.465,1.473,24.56,3.244
NBFC042,BaseFin 42 Ltd,BL,North,FY24Q2,30-09-2023,MSME,2949.75,4.492,1.348,25.2,2.812
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY23Q4,31-03-2023,Retail (Gold),8479.84,1.187,0.392,28.05,2.462
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY21Q4,31/03/2021,Wholesale/Corporate,14939.71,6.277,2.825,24.02,1.539
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY25Q4,2025-03-31,Microfinance,"8,089.08",5.895,1.238,28.15,3.149
NBFC032,MiddleFin 32 Ltd,Middle Layer,North,FY21Q4,31-03-2021,  Retail (Housing) ,12094.98,3.204%,1.442,27.03,1.014
NBFC008,UpperFin 08 Ltd,UL,East,FY23Q4,31-03-2023,Retail (Personal/Unsecured),14930.38,6.349,2.095,26.84,2.549
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY23Q2,30/09/2022,Infrastructure,20064.51,3.989,1.436,28.45,2.316
NBFC053,BaseFin 53 Ltd,base layer,East,FY24Q4,2024-03-31,Wholesale/Corporate,570.8,2.518,0.68,27.8,3.899
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY21Q4,31-03-2021,Retail (Housing),481.44,3.123,1.405,23.33,1.305
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY22Q2,2021-09-30,Wholesale/Corporate,605.32,6.879,2.889,26.98,1.032
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY25Q2,30-09-2024,Retail (Housing),1290.64,1.664,0.399,27.66,2.646
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY24Q2,30-09-2023,Microfinance,"10,538.30",6.917%,2.075,25.74,3.552
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY24Q4,31-03-2024,Retail (Gold),18212.75,0.737,0.199,25.67,3.843
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY24Q4,31-03-2024,msme,20609.24,2.828,0.764,23.91,3.643
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY23Q4,31/03/2023,msme,1975.02,4.717%,1.557,30.07,2.951
NBFC025,MiddleFin 25 Ltd,Middle Layer,West,FY23Q4,31/03/2023,Retail (Vehicle),12885.96,3.796,1.253,30.35,3.367
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY25Q4,31/03/2025,MSME,"2,331.92",3.619,0.76,27.65,3.144
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY25Q4,2025-03-31,Retail (Housing),1273.38,1.505,0.316,22.79,3.105
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY24Q2,30/09/2023,Wholesale/Corporate,14255.13,3.755,1.126,null,2.639
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY22Q4,31-03-2022,  Retail (Vehicle) ,2313.82,5.224,2.037,26.42,1.467
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY23Q2,30/09/2022,  Wholesale/Corporate ,13449.49,5.168,1.86,30.01,1.554
NBFC055,BaseFin 55 Ltd,BL,West,FY22Q2,30-09-2021,  Retail (Vehicle) ,1309.63,6.313,2.651,23.81,1.922
NBFC001,UpperFin 01 Ltd,Upper Layer,South,FY24Q4,31-03-2024,Infrastructure,21205.79,1.964,0.53,29.39,3.567
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY25Q2,2024-09-30,Retail (Personal/Unsecured),"14,865.22",5.219,1.253,27.1,3.091
NBFC036,MiddleFin 36 Ltd,middle layer,South,FY22Q2,2021-09-30,msme,13683.8,7.699,3.234,26.24,1.328
NBFC014,UpperFin 14 Ltd,UPPER LAYER,Central,FY25Q2,30/09/2024,GOLD LOAN,8156.62,1.023,0.246,28.09,2.566
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY21Q4,31/03/2021,Retail (Gold),12969.39,2.031,0.914,23.88,1.57
NBFC022,MiddleFin 22 Ltd,Middle  Layer,North,FY22Q4,2022-03-31,MSME,13584.09,6.688,2.608,28.09%,2.035
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q2,30-09-2023,Retail (Vehicle),13424.52,3.625,1.087,29.45,3.51
NBFC050,BaseFin 50 Ltd,Base Layer,West,FY21Q4,2021-03-31,Retail (Gold),2656.23,1.999,0.9,26.49,1.1
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY24Q4,2024-03-31,  Retail (Personal/Unsecured) ,33063.47,3.727,1.006,23.63,3.746
NBFC006,UpperFin 06 Ltd,upper layer,South,FY21Q4,2021-03-31,MSME,14037.37,7.207,3.243,22.48,1.0
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY25Q2,2024-09-30,Wholesale/Corporate,967.98,3.296,0.791,23.99,3.292
NBFC041,BaseFin 41 Ltd,BL,South,FY21Q4,31-03-2021,Retail (Housing),660.8,3.04,1.368,22.45,2.034
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY23Q4,2023-03-31,Wholesale/Corporate,"15,246.83",999,1.395,27.87,2.608
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY25Q4,31-03-2025,Retail (Personal/Unsecured),4805.14,4.995,1.049,26.02,2.509
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY23Q4,2023-03-31,MSME,10637.86,4.779,1.577,25.75,2.353
NBFC004,UpperFin 04 Ltd,  Upper Layer ,Central,FY24Q4,31/03/2024,gold,"5,858.01",0.788,0.213,27.29,2.86
NBFC004,UpperFin 04 Ltd,UL,Central,FY24Q2,30/09/2023,Retail (Personal/Unsecured),8760.87,N/A,1.795,27.95,2.728
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY25Q4,31-03-2025,Retail (Personal/Unsecured),2865.11,4.678,0.982,25.12,2.754
  NBFC034 ,MiddleFin 34 Ltd,Middle Layer,Central,FY23Q4,31/03/2023,Retail (Vehicle),16655.96,3.789,1.25,28.59,N/A
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY24Q2,2023-09-30,MSME,13213.11,4.228,1.268,27.07,2.746
NBFC054,BaseFin 54 Ltd,Base Layer,Central,FY24Q4,31-03-2024,  Wholesale/Corporate ,905.96,2.567,0.693,23.96,3.32
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY23Q4,2023-03-31,Wholesale/Corporate,16871.49,3.894,1.285,27.2,2.422
NBFC051,BaseFin 51 Ltd,Base Layer,South,FY22Q4,31/03/2022,Wholesale/Corporate,618.74,5.981%,2.333,24.83,1.181
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY23Q4,31/03/2023,Microfinance,"1,820.36",7.454,2.46,29.79,2.624
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY22Q2,30/09/2021,Retail (Gold),2693.04,2.037,0.856,25.53,1.793
  NBFC044 ,BaseFin 44 Ltd,Base Layer,Central,FY23Q4,2023-03-31,  Microfinance ,3771.62,7.598,2.507,26.48,2.541
NBFC055,BaseFin 55 Ltd,Base Layer,West,FY24Q4,31-03-2024,gold,2520.1,0.761,0.205,26.54,3.292
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY23Q4,31/03/2023,Retail (Housing),17675.74,1.943,0.641,29.41,3.304
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY25Q2,30-09-2024,Retail (Vehicle),21881.89,3.094,0.743,24.78,
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY25Q2,30-09-2024,Retail (Personal/Unsecured),13986.65,5.402,8.402000000000001,26.77%,2.444
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY25Q4,31-03-2025,MSME,42960.02,3.548,0.745,27.33,3.001
NBFC016,MiddleFin 16 Ltd,middle layer,South,FY22Q2,2021-09-30,Infrastructure,"10,288.12",5.297%,2.225,27.36,1.642
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY21Q4,31-03-2021,Retail (Gold),4946.02,2.06,0.927,24.39,1.254
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY23Q2,2022-09-30,Microfinance,1989.71,9.769,12.769,27.01,1.927
NBFC007,UpperFin 07 Ltd,UPPER LAYER,North,FY25Q4,31-03-2025,gold,4640.15,0.932,0.196,23.14,3.105
NBFC046,BaseFin 46 Ltd,Base Layer,South,FY22Q4,31-03-2022,GOLD LOAN,2676.28,1.795,0.7,29.54,1.915
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY23Q2,30-09-2022,Retail (Vehicle),28789.96,4.791,1.725,26.04,2.208
NBFC016,MiddleFin 16 Ltd,Middle Layer,South,FY24Q4,31-03-2024,Retail (Vehicle),30795.61,2.264,0.611,25.21,3.008
NBFC015,UpperFin 15 Ltd,  Upper Layer ,West,FY21Q4,31-03-2021,retail (housing),18821.42,3.0,1.35,27.69,1.308
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY22Q4,31-03-2022,gold,4123.27,1.748,0.682,999,1.268
NBFC041,BaseFin 41 Ltd,Base Layer,South,FY25Q4,31-03-2025,Infrastructure,296.90,2.555,0.537,26.52,2.37
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY22Q2,30/09/2021,Retail (Personal/Unsecured),11833.11,9.824%,4.126,NA,1.721
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY23Q2,30/09/2022,Wholesale/Corporate,434.9,5.158,1.857,24.56,2.124
NBFC028,MiddleFin 28 Ltd,Middle Layer,East,FY21Q4,31-03-2021,Infrastructure,"13,102.93",-5,2.182,27.79,1.473
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY24Q2,30-09-2023,Infrastructure,9381.38,3.131,0.939,30.02,3.177
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY22Q4,2022-03-31,  Microfinance ,2413.29,11.266,4.394,29.3,1.908
NBFC008,UpperFin 08 Ltd,Upper Layer,East,FY23Q2,2022-09-30,Infrastructure,18973.33,4.113,1.481,27.03,2.387
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY25Q2,30-09-2024,Retail (Gold),21905.48,1.019,0.245,23.72%,2.889
NBFC029,MiddleFin 29 Ltd,Middle Layer,Central,FY23Q2,30/09/2022,Retail (Housing),22006.2,2.481,0.893,29.78,2.253
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY25Q4,2025-03-31,micro finance,"24,847.39",5.63,1.182,25.03,null
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY25Q2,30/09/2024,Infrastructure,501.76,2.715%,0.652,25.78,3.248
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY21Q4,31-03-2021,Retail (Personal/Unsecured),6814.58,10.103,4.546,24.68,1.472
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY22Q2,30/09/2021,Infrastructure,306.23,4.995,2.098,28.23,1.891
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY24Q4,31-03-2024,Infrastructure,18243.63,2.011,0.543,27.17,3.602
NBFC027,MiddleFin 27 Ltd,Middle Layer,North,FY25Q2,2024-09-30,Microfinance,22632.97,6.526,1.566,26.65%,2.73
NBFC041,BaseFin 41 Ltd,base layer,South,FY23Q2,2022-09-30,Retail (Housing),795.89,2.379,0.856,29.35,2.585
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY21Q4,31-03-2021,Retail (Personal/Unsecured),2609.37,10.155,4.57,23.93,1.552
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY21Q4,31-03-2021,Wholesale/Corporate,8267.05,6.562,2.953,22.08,1.063
NBFC053,BaseFin 53 Ltd,Base Layer,East,FY25Q4,2025-03-31,MSME,1514.21,3.471,0.729,28.3,2.449
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY21Q4,2021-03-31,Microfinance,3422.08,12.139,5.463,22.41,1.983
NBFC007,UpperFin 07 Ltd,upper layer,North,FY22Q2,30-09-2021,Retail (Gold),2727.0,2.048,0.86,27.13,1.997
NBFC055,BaseFin 55 Ltd,base layer,West,FY22Q4,31/03/2022,Retail (Gold),1773.82,1.791,0.698,27.29,1.608
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY24Q2,30-09-2023,Infrastructure,7133.88,2.945,0.883,26.33,3.311
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY23Q4,31-03-2023,Retail (Vehicle),2579.75,3.613,1.192,26.13,2.838
NBFC009,UpperFin 09 Ltd,Upper Layer,Central,FY22Q4,2022-03-31,Microfinance,4916.45,10.57%,4.122,24.61%,1.112
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY23Q2,2022-09-30,Retail (Housing),19778.01,2.525,0.909,27.06,2.382
NBFC016,MiddleFin 16 Ltd,Middle Layer,South,FY24Q2,30-09-2023,retail (housing),24179.37,1.854,0.556,29.94,2.509
NBFC057,BaseFin 57 Ltd,Base Layer,North,FY24Q4,2024-03-31,  Retail (Housing) ,1791.36,1.156,0.312,26.77,2.737
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY24Q4,2024-03-31,Infrastructure,10239.99,2.027,0.547,24.3,3.388
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY22Q4,31-03-2022,M.S.M.E,"1,689.30",6.91,2.695,27.66,2.241
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY25Q4,31/03/2025,MSME,"21,750.20",3.519%,0.739,23.75,2.273
NBFC031,MiddleFin 31 Ltd,Middle Layer,South,FY25Q2,30-09-2024,Wholesale/Corporate,19459.45,3.388,0.813,26.81,3.54
NBFC007,UpperFin 07 Ltd,UPPER LAYER,North,FY23Q2,2022-09-30,MFI,2073.09,9.392,3.381,29.13,2.102
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY25Q4,2025-03-31,MSME,9280.3,NA,0.718,28.14,2.966
NBFC043,BaseFin 43 Ltd,Base Layer,East,FY23Q2,30-09-2022,Retail (Personal/Unsecured),2355.76,8.136,2.929,28.53,1.975
NBFC009,UpperFin 09 Ltd,UPPER LAYER,Central,FY22Q4,2022-03-31,Retail (Housing),27040.5,2.857,1.114,26.29,1.721
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY25Q2,30/09/2024,Retail (Housing),2007.03,1.633,0.392,27.24,3.347
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY25Q2,30-09-2024,Retail (Vehicle),3512.31,3.21,0.77,25.51,2.485
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY21Q4,2021-03-31,Retail (Housing),15045.78,3.123%,1.405,22.81,1.435
NBFC052,BaseFin 52 Ltd,Base Layer,North,FY24Q4,31/03/2024,Retail (Housing),1494.48,1.224,0.33,24.85,3.477
NBFC014,UpperFin 14 Ltd,  Upper Layer ,Central,FY23Q4,2023-03-31,  Infrastructure ,14658.44,3.221%,1.063,-,N/A
NBFC044,BaseFin 44 Ltd,Base Layer,Central,FY25Q2,30/09/2024,Retail (Vehicle),3427.87,3.141,0.754,26.73,2.878
NBFC033,MiddleFin 33 Ltd,Middle Layer,East,FY24Q4,31-03-2024,msme,14960.66,2.908%,0.785,28.68,3.004
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY23Q2,2022-09-30,Microfinance,3283.05,250,N/A,24.52,2.301
NBFC040,MiddleFin 40 Ltd,Middle Layer,West,FY24Q2,30-09-2023,microfinance,12875.04,6.811,2.043,25.14,null
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY25Q4,31-03-2025,Retail (Housing),915.15,1.51,0.317,25.83,2.552
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY24Q4,2024-03-31,Infrastructure,"13,668.70",2.056,0.555,24.45,3.262
NBFC035,MiddleFin 35 Ltd,Middle Layer,West,FY24Q2,30/09/2023,housing,-100,1.923%,0.577,28.18%,2.794
NBFC005,UpperFin 05 Ltd,UPPER LAYER,West,FY23Q2,30-09-2022,msme,9849.16,5.977,N/A,25.15,2.527
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY25Q2,30-09-2024,Retail (Personal/Unsecured),7267.94,5.412%,1.299,27.3,3.536
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY24Q2,30/09/2023,Retail (Personal/Unsecured),9701.04,5.722,1.717,26.33,2.564
NBFC021,MiddleFin 21 Ltd,Middle Layer,South,FY24Q2,30/09/2023,Retail (Personal/Unsecured),16417.42,5.706,1.712,28.29%,3.172
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY22Q4,2022-03-31,Retail (Gold),"13,051.06",1.798,null,25.43,2.184
NBFC030,MiddleFin 30 Ltd,Middle Layer,West,FY23Q4,31/03/2023,MSME,24394.93,4.433,1.463,26.93,2.802
NBFC056,BaseFin 56 Ltd,base layer,South,FY23Q2,2022-09-30,Infrastructure,168.54,3.915,null,999,2.529
NBFC005,UpperFin 05 Ltd,Upper Layer,West,FY23Q4,2023-03-31,Microfinance,3545.95,7.317,2.415,29.44,2.771
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY23Q2,30-09-2022,MSME,12114.59,6.049,2.178,26.33,1.697
NBFC038,MiddleFin 38 Ltd,ML,East,FY24Q2,2023-09-30,gold,8258.19,1.215,0.364,27.78,3.312
NBFC038,MiddleFin 38 Ltd,Middle Layer,East,FY25Q4,31-03-2025,gold,10463.11,0.979,0.206,27.9,2.597
NBFC006,UpperFin 06 Ltd,Upper Layer,South,FY21Q4,31-03-2021,Retail (Vehicle),23395.61,6.19,2.786,22.28,1.305
NBFC034,MiddleFin 34 Ltd,Middle Layer,Central,FY23Q2,2022-09-30,Retail (Vehicle),15421.07,4.525,1.629,26.53,2.093
NBFC037,MiddleFin 37 Ltd,Middle Layer,North,FY24Q2,30-09-2023,MSME,22808.21,4.27,1.281,29.5,3.047
NBFC057,BaseFin 57 Ltd,base layer,North,FY25Q4,31-03-2025,Infrastructure,509.15,2.347,0.493,23.5,2.804
NBFC004,UpperFin 04 Ltd,Upper Layer,Central,FY25Q4,31-03-2025,Retail (Housing),24420.01,1.488%,0.312,23.17,2.828
NBFC039,MiddleFin 39 Ltd,Middle Layer,Central,FY21Q4,31-03-2021,Wholesale/Corporate,15371.79,N/A,2.802,24.61,0.972
  NBFC024 ,MiddleFin 24 Ltd,middle layer,Central,FY23Q2,2022-09-30,Wholesale/Corporate,7571.62,5.055%,1.82,28.7,2.033
NBFC018,MiddleFin 18 Ltd,Middle Layer,East,FY24Q4,2024-03-31,micro finance,28340.12,4.623,1.248,25.31,2.781
NBFC019,MiddleFin 19 Ltd,Middle Layer,Central,FY23Q4,31-03-2023,Retail (Personal/Unsecured),"23,620.09",6.391,2.109,26.64,2.348
NBFC059,BaseFin 59 Ltd,Base Layer,Central,FY22Q4,31-03-2022,  Retail (Gold) ,"3,187.01",1.903,0.742,25.22,2.249
NBFC011,UpperFin 11 Ltd,Upper Layer,South,FY23Q4,31-03-2023,Retail (Gold),5337.98,1.183,0.39,29.98,3.061
NBFC045,BaseFin 45 Ltd,Base Layer,West,FY21Q4,31/03/2021,MSME,1717.01,7.201,3.24,22.22,1.806
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY24Q2,30-09-2023,Retail (Vehicle),33758.09,3.664,1.099,28.92%,null
NBFC022,MiddleFin 22 Ltd,Middle Layer,North,FY22Q4,31-03-2022,Retail (Housing),11886.08,2.998,1.169,null,1.776
NBFC010,UpperFin 10 Ltd,Upper Layer,West,FY24Q4,2024-03-31,MSME,15637.39,3.0%,null,26.38,3.056
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY25Q4,2025-03-31,msme,1601.51,3.652,0.767,28.34,2.596
NBFC049,BaseFin 49 Ltd,Base Layer,Central,FY23Q2,2022-09-30,Retail (Personal/Unsecured),2351.05,7.765,2.795,24.88,2.223
NBFC006,UpperFin 06 Ltd,Upper Layer,South,FY24Q2,30-09-2023,Retail (Vehicle),33186.43,3.558,1.067,26.71,3.05
NBFC017,MiddleFin 17 Ltd,Middle Layer,North,FY21Q4,31-03-2021,Retail (Vehicle),27654.37,5.767,8.767,22.87,1.629
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY22Q4,31-03-2022,retail (housing),10533.46,2.921,1.139,27.92,2.162
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY23Q2,2022-09-30,MSME,1073.26,5.715,2.057,26.67,2.46
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY24Q4,31-03-2024,Infrastructure,221.21,2.076,0.561,28.73,3.832
NBFC023,MiddleFin 23 Ltd,Middle Layer,East,FY22Q2,2021-09-30,housing,19013.23,3.175,1.333,23.71,2.18
NBFC036,MiddleFin 36 Ltd,Middle Layer,South,FY22Q4,31/03/2022,Infrastructure,7207.61,4.472,1.744,23.75,1.197
NBFC051,BaseFin 51 Ltd,BASE LAYER,South,FY22Q4,31/03/2022,Retail (Gold),1856.21,1.883,0.734,29.56,1.93
NBFC047,BaseFin 47 Ltd,Base Layer,North,FY24Q2,30/09/2023,Retail (Personal/Unsecured),1625.17,5.701,1.71,30.31,2.606
NBFC026,MiddleFin 26 Ltd,Middle Layer,South,FY21Q4,31/03/2021,Retail (Housing),16421.16,3.179,1.431,26.95,1.56
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY22Q4,2022-03-31,Retail (Gold),"6,994.87",1.775,0.692,27.67,1.676
NBFC058,BaseFin 58 Ltd,Base Layer,East,FY22Q4,31-03-2022,msme,1474.19,6.752,2.633,24.74,1.998
NBFC048,BaseFin 48 Ltd,Base Layer,East,FY23Q2,30-09-2022,Retail (Housing),1079.51,-,0.883,26.7,2.102
NBFC024,MiddleFin 24 Ltd,Middle Layer,Central,FY25Q2,30-09-2024,Infrastructure,8494.41,2.727,0.654,24.51,3.265
NBFC003,UpperFin 03 Ltd,Upper Layer,East,FY24Q2,30-09-2023,Retail (Gold),9246.55,1.208,0.362,30.41,2.816
NBFC042,BaseFin 42 Ltd,base layer,North,FY25Q4,31-03-2025,GOLD LOAN,4805.14,0.973,0.204,26.22,2.35
NBFC056,BaseFin 56 Ltd,Base Layer,South,FY23Q4,31-03-2023,Retail (Housing),728.15,2.012,0.664,27.82,3.085
NBFC022,MiddleFin 22 Ltd,ML,North,FY25Q4,2025-03-31,MSME,21941.33,3.741%,0.786,22.86%,2.576
NBFC015,UpperFin 15 Ltd,Upper Layer,West,FY22Q2,30/09/2021,retail (housing),"19,879.60",3.092,1.299,29.08,1.188
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY22Q4,2022-03-31,Retail (Gold),7944.07,1.82,0.71,24.24,1.117
NBFC026,MiddleFin 26 Ltd,middle layer,South,FY21Q4,31/03/2021,Retail (Gold),11729.4,1.898,0.854,25.4,1.421
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY25Q4,31/03/2025,M.S.M.E,3737.33,3.685,0.774,26.78,3.087
NBFC007,UpperFin 07 Ltd,Upper Layer,North,FY23Q4,31/03/2023,Infrastructure,"7,836.83",3.114,1.028,25.28,2.306
NBFC002,UpperFin 02 Ltd,Upper Layer,North,FY25Q2,30/09/2024,Microfinance,8039.24,6.236,1.497,23.34,2.756
NBFC042,BaseFin 42 Ltd,Base Layer,North,FY24Q4,31/03/2024,Infrastructure,469.61,2.064,0.557,26.87,3.778
NBFC046,BaseFin 46 Ltd,BL,South,FY24Q4,2024-03-31,Retail (Gold),3802.24,0.743%,0.201,25.82,3.541
NBFC024,MiddleFin 24 Ltd,middle layer,Central,FY24Q4,2024-03-31,  Retail (Personal/Unsecured) ,13912.85,3.858,1.042,29.45,2.864
